3.040157e+01, 3.040157e+01, 0.000
3.557864e+01, 3.557864e+01, 0.000
4.051463e+01, 4.051463e+01, 0.000
4.520399e+01, 4.520399e+01, 0.000
4.964709e+01, 4.964709e+01, 0.000
5.384796e+01, 5.384796e+01, 0.077
5.781292e+01, 5.621888e+01, 0.163
6.154983e+01, 5.798748e+01, 0.260
6.506751e+01, 5.776488e+01, 0.336
6.837534e+01, 5.627374e+01, 0.384
7.148303e+01, 5.428376e+01, 0.407
7.440038e+01, 5.234814e+01, 0.411
7.713713e+01, 5.075909e+01, 0.402
7.970290e+01, 4.961622e+01, 0.387
8.210705e+01, 4.890880e+01, 0.369
8.435867e+01, 4.857370e+01, 0.352
8.646651e+01, 4.852807e+01, 0.336
8.843899e+01, 4.868561e+01, 0.325
9.028414e+01, 4.896497e+01, 0.317
9.200964e+01, 4.929487e+01, 0.314
9.362278e+01, 4.961807e+01, 0.313
9.513049e+01, 4.989401e+01, 0.315
9.653931e+01, 5.009970e+01, 0.318
9.785545e+01, 5.022828e+01, 0.321
9.908476e+01, 5.028560e+01, 0.325
1.002328e+02, 5.028581e+01, 0.328
1.013047e+02, 5.024673e+01, 0.330
1.023053e+02, 5.018614e+01, 0.331
1.032394e+02, 5.011918e+01, 0.331
1.041112e+02, 5.005703e+01, 0.331
1.049247e+02, 5.000667e+01, 0.331
1.056838e+02, 4.997121e+01, 0.330
1.063921e+02, 4.995078e+01, 0.330
1.070529e+02, 4.994341e+01, 0.329
1.076693e+02, 4.994602e+01, 0.328
1.082442e+02, 4.995513e+01, 0.328
1.087805e+02, 4.996748e+01, 0.328
1.092806e+02, 4.998037e+01, 0.328
1.097470e+02, 4.999191e+01, 0.328
1.101820e+02, 5.000093e+01, 0.328
1.053881e+02, 4.542399e+01, 0.236
1.009137e+02, 4.253373e+01, 0.133
9.673463e+01, 4.096486e+01, 0.027
9.282899e+01, 4.007885e+01, 0.000
8.917652e+01, 3.949236e+01, 0.000
8.575861e+01, 3.893374e+01, 0.000
8.255816e+01, 3.840143e+01, 0.000
7.955939e+01, 3.789398e+01, 0.000
7.674782e+01, 3.741003e+01, 0.000
7.411007e+01, 3.694829e+01, 0.000
7.163384e+01, 3.650757e+01, 0.000
6.930778e+01, 3.608673e+01, 0.000
6.712143e+01, 3.568473e+01, 0.000
6.506512e+01, 3.530057e+01, 0.000
6.312993e+01, 3.493331e+01, 0.000
6.130765e+01, 3.458208e+01, 0.000
5.959064e+01, 3.424606e+01, 0.000
5.797187e+01, 3.392447e+01, 0.000
5.644484e+01, 3.361658e+01, 0.000
5.500351e+01, 3.332169e+01, 0.000
5.364229e+01, 3.303917e+01, 0.000
5.235601e+01, 3.276840e+01, 0.000
5.113988e+01, 3.250880e+01, 0.000
4.998943e+01, 3.225984e+01, 0.000
4.890054e+01, 3.202098e+01, 0.000
4.786936e+01, 3.179176e+01, 0.000
4.689232e+01, 3.157171e+01, 0.000
4.596610e+01, 3.136039e+01, 0.000
4.508761e+01, 3.115741e+01, 0.000
4.425399e+01, 3.096236e+01, 0.000
4.346253e+01, 3.077489e+01, 0.000
4.271075e+01, 3.059465e+01, 0.000
4.199632e+01, 3.042130e+01, 0.000
4.131706e+01, 3.025453e+01, 0.000
4.067094e+01, 3.009405e+01, 0.000
4.005607e+01, 2.993959e+01, 0.000
3.947066e+01, 2.979086e+01, 0.000
3.891307e+01, 2.964763e+01, 0.000
3.838173e+01, 2.950964e+01, 0.000
3.787520e+01, 2.937668e+01, 0.000
3.739212e+01, 2.924852e+01, 0.000
3.693120e+01, 2.912497e+01, 0.000
3.649125e+01, 2.900582e+01, 0.000
3.607114e+01, 2.889089e+01, 0.000
3.566984e+01, 2.878000e+01, 0.000
3.528633e+01, 2.867299e+01, 0.000
3.491970e+01, 2.856969e+01, 0.000
3.456906e+01, 2.846995e+01, 0.000
3.423360e+01, 2.837363e+01, 0.000
3.391254e+01, 2.828059e+01, 0.000
3.360516e+01, 2.819069e+01, 0.000
3.331075e+01, 2.810381e+01, 0.000
3.302869e+01, 2.801983e+01, 0.000
3.275835e+01, 2.793864e+01, 0.000
3.249917e+01, 2.786012e+01, 0.000
3.225059e+01, 2.778418e+01, 0.000
3.201211e+01, 2.771071e+01, 0.000
3.178325e+01, 2.763961e+01, 0.000
3.156353e+01, 2.757080e+01, 0.000
3.135254e+01, 2.750419e+01, 0.000
